active_member,employment_profile,gender,age,income,credit_history,existing_loans,loan_amount,loan_tenure_months,LTV_ratio,profile_score,Credit_Score
Yes,Self-Employed,Male,55,106000,267,10,150000,339,55.056442628034574,100,850
Yes,Salaried,Female,56,82000,67,8,150000,299,41.55022145886891,93,750
No,Salaried,Male,67,168000,469,3,150000,87,62.76896530801423,92,506
No,Self-Employed,Female,33,71000,417,6,90081,345,70.43244603342086,88,636
No,Unemployed,Female,33,88000,34,4,69004,82,59.58508686,69,564
Yes,Salaried,Male,46,57000,530,7,150000,211,55.69445739603623,100,737
No,Salaried,Male,67,169000,186,5,98129,323,95,82,617
No,Student,Female,32,51000,565,3,80361,25,67.09602819,59,511
Yes,Student,Other,46,116000,116,9,150000,260,40,100,801
No,Student,Female,51,91000,179,3,66649,74,66.47828847937453,59,504
Yes,Salaried,Female,26,16000,84,7,43742,195,67.88095073984039,100,686
No,Salaried,Male,61,87000,244,4,112002,49,53.06863437113903,88,527
No,Salaried,Male,27,49000,382,5,111152,85,95,68,609
No,Salaried,Male,70,43000,519,2,47556,65,93.41078500054059,60,418
No,Salaried,Female,56,129000,214,4,88471,73,95,73,557
No,Salaried,Male,27,70000,438,0,99391,24,95,8,310
No,Salaried,Female,61,161000,596,3,150000,47,53.213942444071165,95,488
Yes,Salaried,Female,69,199000,596,7,123903,101,69.20361253147742,100,718
No,Salaried,Other,40,101000,393,5,126829,160,61.68050022978423,100,621
No,Self-Employed,Male,21,46000,519,2,134487,55,91.21576617391821,36,461
No,Self-Employed,Female,67,107000,134,5,96209,67,81.88370424576682,86,613
No,Salaried,Male,62,129000,46,1,141507,87,95,37,409
No,Salaried,Male,70,87000,29,0,54433,27,89.08480663739815,51,331
No,Self-Employed,Male,34,81000,572,1,140568,114,95,13,385
No,Salaried,Male,41,112000,289,1,150000,85,95,58,388
No,Salaried,Female,56,85000,606,0,102255,33,64.93928146998336,56,341
No,Salaried,Other,54,115000,261,3,96674,93,67.23773116684524,78,471
No,Student,Female,24,57000,34,4,147281,18,81.13397565859175,69,561
Yes,Self-Employed,Male,43,28000,600,6,38480,248,85.49557451189435,98,681
Yes,Self-Employed,Male,50,63000,304,8,150000,239,40,97,769
Yes,Self-Employed,Male,51,145000,498,10,120830,70,41.272817247002415,100,850
No,Self-Employed,Male,65,97000,142,3,69413,95,74.65360301115402,80,517
Yes,Self-Employed,Male,53,153000,116,10,123197,206,81.84272160608296,96,850
No,Self-Employed,Female,20,45000,25,0,125689,91,95,9,302
Yes,Salaried,Female,68,40000,482,8,148610,151,40,100,792
No,Freelancer,Male,32,95000,499,2,150000,79,76.47732085347411,56,412
No,Salaried,Female,18,36000,56,3,150000,81,63.958052321533984,95,513
Yes,Salaried,Male,24,20000,489,9,17518,79,60.37189021862385,92,804
Yes,Self-Employed,Male,57,55000,54,8,127926,359,40,94,790
No,Salaried,Male,53,150000,433,4,64125,21,53.292897381721914,94,523
Yes,Salaried,Female,69,110000,52,10,150000,176,62.757880537554016,95,850
No,Freelancer,Female,18,21000,65,2,105397,31,83.92660468366887,38,449
No,Freelancer,Female,59,55000,120,3,93886,94,66.58751023096994,64,483
No,Self-Employed,Male,40,61000,252,1,150000,115,95,49,403
No,Unemployed,Male,20,30000,516,5,85120,62,68.83589035961342,74,595
Yes,Salaried,Male,62,180000,281,9,144796,295,68.97769586731388,99,841
Yes,Self-Employed,Female,29,36000,135,9,102958,76,40.59858700551999,100,802
Yes,Self-Employed,Female,37,58000,32,8,107634,252,59.077905463704525,100,743
No,Salaried,Female,22,44000,117,3,44883,81,64.17453103685583,89,488
No,Freelancer,Male,64,74000,146,6,70120,150,73.58437294654007,92,631
No,Salaried,Male,60,88000,537,2,57249,52,52.18367480867865,79,421
No,Salaried,Female,40,108000,407,5,108126,131,89.09547325936212,70,622
Yes,Student,Female,27,46000,221,8,24385,341,70.85479658833401,99,751
No,Self-Employed,Male,58,110000,66,3,118402,118,81.81697637306203,57,488
Yes,Salaried,Male,18,40000,57,6,49039,111,71.48703448707634,96,677
No,Self-Employed,Male,25,31000,121,6,85657,168,88.41599917231605,91,650
No,Salaried,Female,26,67000,426,0,135979,99,90.11435009893428,51,323
Yes,Salaried,Other,68,175000,511,9,78000,141,83.15330028022584,91,814
No,Salaried,Male,30,17000,502,5,67438,117,95,78,622
No,Unemployed,Male,49,114000,174,3,93439,71,95,54,500
Yes,Self-Employed,Female,45,134000,63,7,121559,126,43.32328925116574,100,735
Yes,Salaried,Male,42,67000,177,9,62584,268,42.962006472948744,100,799
No,Salaried,Female,18,47000,430,2,99959,102,95,51,442
No,Salaried,Male,33,58000,108,3,78703,79,95,70,513
Yes,Self-Employed,Female,44,72000,433,8,150000,329,43.32203991897218,90,790
No,Self-Employed,Male,46,57000,107,2,109666,61,94.05192677527066,44,455
Yes,Salaried,Female,65,140000,327,6,78063,68,66.64044365,90,658
No,Salaried,Female,41,85000,309,5,57650,82,58.019744644880305,91,595
Yes,Self-Employed,Other,70,37000,409,8,140411,87,79.81276672638232,100,747
Yes,Self-Employed,Female,22,45000,72,8,150000,189,40,100,780
Yes,Salaried,Female,52,46000,197,8,69088,247,40,100,756
Yes,Salaried,Female,60,165000,554,6,150000,261,51.54195946318441,100,665
Yes,Freelancer,Male,22,35000,528,7,69289,126,40,99,710
No,Unemployed,Male,18,31000,542,4,20287,95,95,60,568
Yes,Salaried,Male,50,84000,317,7,150000,169,40,98,725
No,Salaried,Female,69,58000,272,3,125220,30,84.52072119503632,84,514
Yes,Salaried,Female,30,74000,554,7,150000,291,47.50451203796791,100,735
No,Self-Employed,Male,22,14000,501,2,17237,30,95,42,414
No,Self-Employed,Male,65,180000,489,5,150000,287,88.00095217,80,609
No,Self-Employed,Male,20,16000,255,0,23768,95,64.32999876,32,320
No,Self-Employed,Male,36,76000,208,4,98997,20,95,68,524
No,Salaried,Male,61,104000,108,5,150000,30,52.05655431812826,92,581
Yes,Self-Employed,Female,43,75000,401,9,78840,88,50.98893894022814,91,816
No,Self-Employed,Male,55,158000,55,2,142283,23,56.815483984030905,66,417
No,Self-Employed,Female,53,77000,463,1,130761,110,55.91209704050741,66,375
No,Student,Male,44,89000,254,2,150000,111,83.72446938573295,30,444
No,Salaried,Male,52,37000,611,0,62047,70,66.42425472397616,66,352
No,Salaried,Female,38,99000,601,5,150000,237,90.22235258558413,80,619
No,Unemployed,Female,30,26000,80,0,58470,83,95,0,300
No,Salaried,Female,31,88000,389,2,94713,63,94.28013298719262,58,442
No,Self-Employed,Male,18,33000,568,3,28896,30,92.82887311015892,33,497
Yes,Salaried,Female,57,156000,583,7,150000,224,40,100,724
No,Self-Employed,Female,31,64000,321,2,85104,46,95,44,416
Yes,Self-Employed,Male,45,30000,393,6,125108,335,69.01294161255774,100,671
No,Salaried,Female,21,24000,75,5,88645,311,86.44864131212458,75,624
No,Salaried,Female,19,30000,101,2,70803,81,95,38,421
Yes,Salaried,Male,20,53000,574,8,150000,119,72.96665706202103,100,758
No,Self-Employed,Female,28,34000,417,1,137109,107,95,20,374
Yes,Self-Employed,Male,29,68000,251,10,147369,195,48.20066559327723,99,850
Yes,Self-Employed,Female,51,73000,497,7,59407,87,95,92,689
No,Student,Female,59,70000,423,1,136931,119,62.97488409662806,36,408
No,Salaried,Male,50,58000,315,4,42740,56,95,66,535
No,Freelancer,Female,28,65000,162,3,150000,83,86.28338582735557,52,519
No,Self-Employed,Male,68,167000,295,4,118320,64,50.91524909731022,100,571
No,Self-Employed,Female,67,115000,288,3,150000,35,88.98298234,61,479
Yes,Self-Employed,Male,56,159000,120,10,150000,212,84.14948886811557,97,850
No,Salaried,Female,58,163000,363,3,150000,118,54.45482909790306,100,465
No,Unemployed,Female,37,19000,480,3,37938,81,70.62750830521391,49,509
Yes,Student,Other,29,48000,111,7,150000,326,62.47576772,100,727
No,Unemployed,Other,20,25000,422,4,52382,90,94.29583800103067,69,559
No,Salaried,Male,63,89000,570,1,76679,53,84.21225727767029,44,368
No,Freelancer,Male,31,33000,53,5,41784,70,50.66123126040904,93,590
No,Freelancer,Female,53,53000,89,3,70811,58,84.97080077,63,506
Yes,Salaried,Male,53,134000,60,9,66890,359,40,91,807
No,Self-Employed,Male,22,32000,351,0,34198,104,95,21,300
No,Salaried,Female,63,92000,240,1,150000,33,64.43894759759453,62,406
Yes,Self-Employed,Female,46,61000,287,8,60164,91,50.023934224340536,98,786
No,Self-Employed,Male,65,185000,178,1,150000,77,61.72639440467384,58,400
Yes,Self-Employed,Female,60,99000,484,8,101671,143,68.18370541978362,97,742
No,Freelancer,Male,36,77000,302,1,113120,44,81.02026836897109,57,395
No,Student,Male,53,91000,440,1,96577,33,73.56508332663711,58,388
No,Salaried,Female,68,162000,385,4,150000,25,60.185130125593204,100,553
No,Salaried,Male,44,98000,421,4,150000,12,61.235734874517846,90,559
No,Salaried,Male,51,33000,480,0,149154,95,71.43991231470318,65,333
No,Self-Employed,Male,52,125000,12,1,150000,52,69.56922290986742,44,395
No,Freelancer,Female,26,51000,449,1,150000,19,75.72256761203994,31,380
No,Salaried,Female,26,48000,403,0,64033,83,95,21,300
Yes,Self-Employed,Male,70,192000,575,7,150000,163,40,100,726
No,Salaried,Male,35,33000,307,3,134372,118,85.04424574033236,82,519
No,Unemployed,Female,51,28000,21,0,81064,107,84.30896545628703,10,345
Yes,Salaried,Female,23,20000,134,9,32373,72,43.303840969272215,100,798
Yes,Student,Female,37,54000,357,7,128405,202,81.87198350899355,91,687
Yes,Freelancer,Male,36,66000,573,8,150000,228,63.264315210215955,94,748
Yes,Freelancer,Female,59,166000,296,8,119290,247,84.23212439805954,100,779
No,Salaried,Male,52,151000,484,4,150000,51,87.49956257626079,73,548
Yes,Salaried,Male,50,148000,246,10,90929,207,45.35232607768648,100,850
No,Self-Employed,Female,34,60000,164,2,102080,54,95,55,441
Yes,Salaried,Male,69,101000,442,10,150000,125,77.81071743542878,100,850
Yes,Self-Employed,Other,58,144000,48,8,68738,165,55.48809396074742,100,779
Yes,Self-Employed,Male,66,167000,275,8,150000,136,50.41754461,100,782
No,Salaried,Female,47,31000,70,5,78739,53,76.89800388990334,85,577
No,Self-Employed,Male,32,37000,554,2,56906,24,89.39482811081491,41,462
Yes,Salaried,Male,18,45000,196,6,102708,152,53.94843987280935,93,672
No,Self-Employed,Male,21,39000,136,0,90076,112,73.40065087159601,23,300
No,Self-Employed,Female,39,57000,178,4,150000,98,53.42602079843649,94,534
Yes,Unemployed,Female,34,23000,172,8,25649,354,40,96,745
Yes,Salaried,Male,41,39000,521,8,150000,288,42.18013538030982,100,748
No,Unemployed,Male,60,74000,464,5,77686,307,68.16278263381427,72,607
No,Salaried,Female,50,42000,284,1,92952,49,95,54,393
No,Salaried,Male,53,103000,600,6,137395,297,95,71,649
Yes,Salaried,Female,30,58000,301,7,59686,208,69.85384231482058,94,730
No,Salaried,Female,43,73000,214,0,114112,71,87.65465392,24,354
No,Student,Male,60,75000,137,4,100800,73,82.26122716187216,71,523
No,Salaried,Female,19,54000,329,2,150000,61,61.21662066025468,87,412
No,Self-Employed,Male,49,43000,262,1,103513,82,95,30,362
No,Salaried,Female,56,96000,210,0,129849,44,81.36274248747416,21,300
No,Self-Employed,Male,49,99000,473,3,120232,30,95,56,519
Yes,Salaried,Male,31,68000,80,8,53728,294,46.60313172932482,94,768
Yes,Salaried,Male,21,37000,327,7,89128,269,55.339954706424024,90,711
No,Self-Employed,Male,43,54000,383,0,68779,39,56.482235538506224,44,313
No,Salaried,Male,67,108000,377,1,150000,57,63.499258101059695,89,407
Yes,Self-Employed,Male,52,65000,593,7,78437,331,62.36440736064904,100,719
Yes,Salaried,Female,56,123000,157,7,62114,197,95,92,693
Yes,Self-Employed,Female,43,60000,161,9,97499,140,65.09577553,90,801
Yes,Salaried,Female,44,64000,6,9,91660,176,52.71696103391201,96,797
No,Salaried,Male,40,101000,568,2,150000,80,64.30123578,68,443
No,Self-Employed,Female,65,37000,467,0,117139,106,74.31031214663653,51,300
No,Salaried,Female,56,88000,192,5,90461,26,84.80318522704604,70,576
No,Salaried,Male,23,24000,518,0,108424,90,85.41047796757347,55,329
No,Self-Employed,Female,47,104000,103,5,150000,304,88.88329264,74,606
No,Self-Employed,Female,52,64000,205,1,150000,85,83.05468856,38,368
No,Freelancer,Male,24,51000,398,2,86350,32,67.61298221,73,429
Yes,Self-Employed,Female,29,68000,355,9,116231,95,57.21163367079255,100,801
No,Self-Employed,Female,63,100000,217,2,137494,39,65.14025177988151,55,411
No,Freelancer,Male,47,89000,571,2,49827,107,67.94538210031428,61,422
No,Salaried,Male,21,27000,84,6,45445,151,54.23140957747948,100,643
Yes,Self-Employed,Male,67,145000,327,8,77402,342,84.45675210544526,100,754
No,Self-Employed,Female,20,37000,555,5,64635,156,91.28510144,55,602
Yes,Salaried,Female,55,150000,330,7,109899,262,69.49547804190584,96,731
No,Student,Male,20,22000,323,1,61706,25,67.74958637426599,54,394
No,Self-Employed,Other,32,87000,238,3,150000,57,78.13799194,76,466
Yes,Self-Employed,Male,46,134000,521,9,143492,322,50.78213302598467,100,801
Yes,Self-Employed,Other,38,70000,403,9,150000,250,61.91113901986773,100,806
No,Salaried,Female,57,44000,448,1,150000,94,56.03295797452163,82,399
No,Salaried,Female,38,103000,310,6,116792,92,63.876163622193175,92,641
Yes,Salaried,Male,70,66000,433,7,91363,91,40,100,730
Yes,Salaried,Female,25,53000,529,9,120191,304,69.44316897237368,100,804
No,Salaried,Female,40,36000,261,0,85912,52,95,44,315
No,Salaried,Male,38,64000,191,0,46760,21,95,21,311
No,Salaried,Female,66,79000,245,4,148117,76,53.47621582177713,93,546
Yes,Freelancer,Male,67,131000,379,10,150000,207,57.47356891426446,92,850
No,Salaried,Female,70,148000,502,5,150000,60,89.09381504408702,77,598
No,Self-Employed,Female,58,125000,345,4,60131,94,85.56393338082796,56,564
Yes,Unemployed,Male,70,163000,438,7,70476,294,95,83,691
Yes,Salaried,Female,40,47000,596,7,59802,355,40,100,731
Yes,Unemployed,Male,24,33000,55,9,101457,89,47.79780400525415,100,798
No,Salaried,Male,37,69000,283,2,150000,16,91.07782602636763,76,451
No,Salaried,Male,37,41000,498,6,130257,76,95,76,631
Yes,Salaried,Male,68,119000,131,9,93755,306,53.66491515067665,98,804
No,Self-Employed,Female,31,31000,231,4,29432,64,95,68,542
Yes,Student,Other,45,126000,160,9,78312,268,47.19039685133966,98,846
No,Self-Employed,Male,40,37000,407,1,130294,74,95,31,368
No,Self-Employed,Male,46,49000,346,2,25151,54,56.02622790073728,82,454
No,Salaried,Female,27,51000,577,2,57659,78,73.80824764903967,77,462
Yes,Unemployed,Female,62,74000,114,8,150000,96,57.86423483045061,95,776
No,Salaried,Male,18,9000,350,0,43265,69,69.52103875631019,62,341
Yes,Self-Employed,Male,40,72000,586,6,142878,176,95,78,662
Yes,Self-Employed,Female,21,46000,257,7,55982,337,60.59945320454732,100,695
No,Self-Employed,Female,22,49000,258,5,108746,54,92.96820883696665,60,589
No,Self-Employed,Other,24,45000,447,5,32193,110,84.12096910622243,88,600
Yes,Salaried,Female,52,108000,610,6,89858,204,51.73788044,100,674
Yes,Salaried,Female,64,127000,46,6,83917,358,50.39029924081509,96,652
Yes,Unemployed,Female,20,18000,312,8,83953,216,58.816498306936154,90,776
No,Self-Employed,Male,45,82000,481,5,63280,189,58.82011295820136,87,607
No,Self-Employed,Female,25,57000,108,1,59854,38,93.92222424848103,28,374
No,Salaried,Male,68,72000,144,0,150000,112,75.52630162610772,32,300
Yes,Salaried,Male,69,88000,169,8,150000,202,47.757562334695955,100,790
No,Self-Employed,Male,18,18000,237,0,76573,30,61.59856748224516,28,300
Yes,Self-Employed,Male,66,158000,494,10,118416,336,75.18792751,91,850
No,Self-Employed,Male,39,21000,606,6,66492,348,59.72573448823365,99,650
No,Salaried,Male,24,43000,148,4,129509,119,95,45,525
No,Salaried,Male,38,39000,242,4,103009,69,72.28811906579787,78,543
No,Student,Male,66,62000,78,1,92794,57,91.00495344570383,21,378
Yes,Salaried,Male,69,172000,348,7,92651,130,74.70544858651968,100,738
No,Self-Employed,Female,49,26000,368,3,119333,75,65.10876885088608,59,466
No,Salaried,Female,68,139000,181,5,150000,17,95,89,583
Yes,Salaried,Male,52,73000,12,7,134836,72,55.76813657608385,96,737
Yes,Self-Employed,Male,52,79000,65,7,150000,136,94.55545922395464,77,693
Yes,Salaried,Female,30,17000,376,8,70578,287,73.53943099757892,100,761
No,Salaried,Male,62,39000,527,5,135866,55,95,71,593
Yes,Unemployed,Male,36,65000,413,8,43999,295,52.02653310385048,93,775
Yes,Salaried,Male,48,101000,285,6,150000,68,78.97352296024876,99,656
No,Salaried,Male,57,40000,221,5,150000,20,77.23254071180679,89,600
No,Salaried,Male,46,85000,99,5,119099,154,70.51681277810735,95,616
No,Salaried,Male,60,38000,591,1,143731,39,95,48,407
No,Self-Employed,Female,49,122000,221,2,89464,61,92.38461660967603,52,419
No,Salaried,Male,41,56000,377,2,150000,45,83.44673953696812,65,447
Yes,Salaried,Male,23,41000,274,8,77461,180,65.27378969346978,93,773
No,Salaried,Male,52,80000,329,2,76856,98,95,58,425
Yes,Self-Employed,Female,70,167000,218,8,150000,179,41.03782306927586,100,793
No,Salaried,Male,55,46000,256,0,44084,26,84.79220658654094,27,323
Yes,Salaried,Female,68,161000,338,7,150000,276,74.23042478570162,100,689
Yes,Salaried,Male,69,161000,571,6,76592,183,50.65421218371297,100,683
No,Salaried,Male,36,55000,38,5,130926,287,87.59699933478868,94,619
No,Salaried,Female,37,83000,158,0,150000,43,60.42723950642059,45,322
No,Salaried,Male,25,35000,104,3,107718,67,62.31957345,84,494
Yes,Salaried,Male,26,44000,413,7,104113,205,76.70074168553057,100,691
Yes,Student,Other,61,156000,426,8,84940,187,41.40331933162144,100,773
No,Salaried,Male,50,61000,251,3,77014,38,64.26780771934888,74,471
Yes,Unemployed,Male,69,87000,197,9,65367,129,40.80732758300049,100,810
No,Self-Employed,Male,40,76000,245,0,150000,115,90.71232729,6,334
Yes,Salaried,Female,67,74000,609,7,106012,163,51.05869320437856,100,711
Yes,Self-Employed,Female,65,36000,337,8,136834,237,43.29286611,99,745
Yes,Salaried,Female,64,159000,57,9,150000,293,40.5821065,100,803
No,Self-Employed,Male,52,40000,117,4,142694,43,91.34051907332343,46,522
Yes,Freelancer,Female,67,174000,369,6,85531,107,85.57706253024496,100,684
No,Salaried,Male,48,123000,477,1,150000,48,95,53,393
No,Salaried,Male,68,70000,76,0,113658,17,95,25,338
Yes,Freelancer,Male,39,79000,146,8,150000,208,61.18034481224345,100,794
No,Salaried,Female,68,160000,541,3,150000,110,70.98569085,88,482
Yes,Salaried,Female,19,43000,153,9,150000,133,40,99,799
No,Salaried,Male,29,19000,357,3,24101,101,95,64,513
No,Salaried,Male,58,93000,97,2,127952,54,91.64207005236025,56,418
No,Salaried,Female,24,49000,444,2,53819,43,90.65379220947005,68,434
Yes,Salaried,Male,51,30000,387,8,94093,110,47.52912712561293,100,750
Yes,Self-Employed,Male,59,176000,203,8,61974,318,78.42421221371296,100,792
No,Salaried,Female,66,148000,244,2,116119,45,60.20599095,76,420
Yes,Self-Employed,Male,21,16000,245,7,76033,255,47.00295372719586,99,725
No,Unemployed,Female,61,65000,54,3,77741,14,64.45062929668232,81,506
Yes,Salaried,Male,68,144000,31,7,150000,294,76.34763374310563,91,715
No,Self-Employed,Female,49,87000,134,2,147299,18,51.31826747,74,433
Yes,Unemployed,Female,60,121000,27,8,150000,248,83.71736568045569,100,784
No,Salaried,Male,41,34000,234,5,149858,339,71.52394649647277,100,601
No,Salaried,Female,44,118000,185,1,99827,102,84.03623928519792,33,373
No,Self-Employed,Female,57,31000,39,3,110699,62,86.89938378391409,59,512
No,Self-Employed,Male,47,92000,132,5,118651,92,95,48,580
No,Salaried,Male,33,37000,193,5,95000,306,68.51397830309898,91,628
Yes,Freelancer,Female,42,67000,336,8,150000,231,77.21056766147731,100,773
No,Self-Employed,Male,23,18000,262,3,39752,37,54.695537557261815,73,499
Yes,Salaried,Male,49,119000,240,6,150000,115,57.36013599676817,98,664
Yes,Student,Male,24,39000,15,8,139290,356,69.50217508,100,752
Yes,Freelancer,Female,23,38000,547,7,104579,282,48.59269664225938,100,730
Yes,Freelancer,Female,40,61000,451,8,137235,214,57.23659286942514,93,745
No,Unemployed,Other,36,68000,75,2,127385,84,54.33697996,53,427
No,Unemployed,Female,33,34000,557,2,147242,74,68.19110961601645,52,415
